id,latitude,longitude
0,55.839169804290094,-4.214478482526656
1,55.86553667472969,-4.350500876963486
2,55.91289282964397,-4.286410947894997
3,55.84854019346566,-4.391697428307927
4,55.79232875093524,-4.310455024670266
5,55.83714336202058,-4.120043492886959
6,55.84185129809378,-4.283879851305767
7,55.906096649277465,-4.311383718964595
8,55.7832172019226,-4.31249791159531
9,55.8177258987159,-4.260489243356555
10,55.90326279087069,-4.212111703691824
11,55.893978813107424,-4.141327098836832
12,55.89488462295029,-4.154349650804189
13,55.80680963785043,-4.263605759417426
14,55.81824312166051,-4.346878846315483
15,55.847426562297855,-4.269221405976544
16,55.80730424868546,-4.315177272898423
17,55.83798278877758,-4.260604018644594
18,55.89424631095569,-4.343398240721316
19,55.83908093533875,-4.223069302141199
20,55.8357731433788,-4.2705563491940675
21,55.90309627527835,-4.360750370095283
22,55.85652103589449,-4.101365743428074
23,55.78373641996338,-4.235306054793451
24,55.92064824587275,-4.2358362157531895
25,55.90767489274418,-4.2497703459088045
26,55.91960434092197,-4.226208116301384
27,55.83219148710444,-4.304581930326681
28,55.79569701419853,-4.176909912448258
29,55.81260197667657,-4.197841211154324
30,55.82609294076198,-4.176919409292903
31,55.8284131492081,-4.109650878166438
32,55.8999241737755,-4.257993823533507
33,55.89251425067862,-4.340118142906542
34,55.85524162967089,-4.269936069312288
35,55.877364911629314,-4.109701193625618
36,55.88705311173465,-4.1280531391159245
37,55.89108676863447,-4.105446803942431
38,55.842635153466425,-4.3343879033397155
39,55.89197542936556,-4.19614108945253
40,55.82584913580344,-4.321179033230789
41,55.818646022155804,-4.375055705699034
42,55.926130654823965,-4.212698358862174
43,55.874439929608144,-4.279689658904073
44,55.81998166828727,-4.245455535821837
45,55.91066980601156,-4.213502644426629
46,55.8404807486866,-4.356656090229781
47,55.88708229912325,-4.079055837843031
48,55.845105551795754,-4.178720975321847
49,55.84413340760586,-4.085244529493477
50,55.83324217210475,-4.157183908594519
51,55.89575327875649,-4.323131413571223
52,55.88609925330934,-4.38354364327563
53,55.86596770908397,-4.338853955125049
54,55.81938198800454,-4.256567679373081
55,55.91939878557763,-4.298102785445151
56,55.810524815517276,-4.0780884232687225
57,55.8411814367945,-4.125490362928665
58,55.84485588179179,-4.151320272286683
